(0.0, 0.9, 2, 399, 737, 0.5413839891451832)
(0.0, 0.9, 3, 513, 945, 0.5428571428571428)
(0.0, 0.9, 4, 563, 1042, 0.5403071017274472)
(0.0, 0.9, 5, 600, 1108, 0.5415162454873647)
(0.0, 0.9, 6, 610, 1132, 0.5388692579505301)
(0.0, 0.9, 7, 612, 1147, 0.5335658238884046)
(0.0, 0.9, 8, 626, 1160, 0.5396551724137931)
(0.0, 0.9, 9, 624, 1164, 0.5360824742268041)
(0.2, 0.0, 1, 2275, 4408, 0.5161070780399274)
(0.2, 0.0, 2, 2324, 4482, 0.5185185185185185)
(0.2, 0.0, 3, 2338, 4487, 0.5210608424336973)
(0.2, 0.0, 4, 2333, 4488, 0.5198306595365418)
(0.2, 0.0, 5, 2396, 4488, 0.533868092691622)
(0.2, 0.0, 6, 2333, 4488, 0.5198306595365418)
(0.2, 0.0, 7, 2397, 4488, 0.5340909090909091)
(0.2, 0.0, 8, 2329, 4488, 0.5189393939393939)
(0.2, 0.0, 9, 2399, 4488, 0.5345365418894831)
(0.2, 0.1, 1, 2198, 4244, 0.5179076343072573)
(0.2, 0.1, 2, 2324, 4482, 0.5185185185185185)
(0.2, 0.1, 3, 2341, 4488, 0.5216131907308378)
(0.2, 0.1, 4, 2327, 4488, 0.51849376114082)
(0.2, 0.1, 5, 2394, 4488, 0.5334224598930482)
(0.2, 0.1, 6, 2335, 4488, 0.5202762923351159)
(0.2, 0.1, 7, 2392, 4488, 0.5329768270944741)
(0.2, 0.1, 8, 2332, 4488, 0.5196078431372549)
(0.2, 0.1, 9, 2394, 4488, 0.5334224598930482)
(0.2, 0.2, 1, 2061, 3977, 0.5182298214734725)
(0.2, 0.2, 2, 2326, 4481, 0.51908056237447)
(0.2, 0.2, 3, 2337, 4488, 0.5207219251336899)
(0.2, 0.2, 4, 2316, 4488, 0.516042780748663)
(0.2, 0.2, 5, 2383, 4488, 0.5309714795008913)
(0.2, 0.2, 6, 2319, 4488, 0.5167112299465241)
(0.2, 0.2, 7, 2392, 4488, 0.5329768270944741)
(0.2, 0.2, 8, 2320, 4488, 0.5169340463458111)
(0.2, 0.2, 9, 2394, 4488, 0.5334224598930482)
(0.2, 0.3, 1, 1886, 3637, 0.5185592521308771)
(0.2, 0.3, 2, 2333, 4480, 0.5207589285714286)
(0.2, 0.3, 3, 2336, 4487, 0.5206151103186984)
(0.2, 0.3, 4, 2311, 4488, 0.5149286987522281)
(0.2, 0.3, 5, 2399, 4488, 0.5345365418894831)
(0.2, 0.3, 6, 2328, 4488, 0.5187165775401069)
(0.2, 0.3, 7, 2405, 4488, 0.535873440285205)
(0.2, 0.3, 8, 2322, 4488, 0.517379679144385)
(0.2, 0.3, 9, 2405, 4488, 0.535873440285205)
(0.2, 0.4, 1, 1663, 3259, 0.5102792267566738)
(0.2, 0.4, 2, 2321, 4466, 0.5197044334975369)
(0.2, 0.4, 3, 2341, 4484, 0.522078501338091)
(0.2, 0.4, 4, 2328, 4485, 0.5190635451505017)
(0.2, 0.4, 5, 2353, 4485, 0.5246376811594203)
(0.2, 0.4, 6, 2363, 4485, 0.5268673355629877)
(0.2, 0.4, 7, 2363, 4485, 0.5268673355629877)
(0.2, 0.4, 8, 2359, 4485, 0.5259754738015607)
(0.2, 0.4, 9, 2366, 4485, 0.527536231884058)
(0.2, 0.5, 1, 1455, 2867, 0.5074991280083712)
(0.2, 0.5, 2, 2256, 4345, 0.5192174913693901)
(0.2, 0.5, 3, 2326, 4463, 0.5211740981402644)
(0.2, 0.5, 4, 2313, 4472, 0.5172182468694096)
(0.2, 0.5, 5, 2366, 4473, 0.5289514866979655)
(0.2, 0.5, 6, 2318, 4473, 0.5182204337133914)
(0.2, 0.5, 7, 2396, 4473, 0.5356583948133244)
(0.2, 0.5, 8, 2315, 4473, 0.5175497429018556)
(0.2, 0.5, 9, 2395, 4473, 0.5354348312094791)
(0.2, 0.6, 1, 1211, 2359, 0.5133531157270029)
(0.2, 0.6, 2, 1998, 3880, 0.5149484536082474)
(0.2, 0.6, 3, 2216, 4259, 0.5203099319088988)
(0.2, 0.6, 4, 2243, 4302, 0.5213854021385402)
(0.2, 0.6, 5, 2239, 4309, 0.5196101183569274)
(0.2, 0.6, 6, 2243, 4310, 0.5204176334106728)
(0.2, 0.6, 7, 2271, 4310, 0.5269141531322505)
(0.2, 0.6, 8, 2265, 4310, 0.525522041763341)
(0.2, 0.6, 9, 2275, 4310, 0.5278422273781903)
(0.2, 0.7, 1, 944, 1815, 0.5201101928374655)
(0.2, 0.7, 2, 1621, 3197, 0.5070378479824835)
(0.2, 0.7, 3, 1975, 3845, 0.5136540962288687)
(0.2, 0.7, 4, 2102, 4024, 0.5223658051689861)
(0.2, 0.7, 5, 2090, 4065, 0.5141451414514145)
(0.2, 0.7, 6, 2124, 4073, 0.5214829364105082)
(0.2, 0.7, 7, 2108, 4079, 0.5167933316989458)
(0.2, 0.7, 8, 2154, 4083, 0.5275532696546656)
(0.2, 0.7, 9, 2146, 4083, 0.5255939260347784)
(0.2, 0.8, 1, 588, 1099, 0.535031847133758)
(0.2, 0.8, 2, 1085, 2093, 0.5183946488294314)
(0.2, 0.8, 3, 1372, 2659, 0.515983452425724)
(0.2, 0.8, 4, 1554, 2983, 0.5209520616828696)
(0.2, 0.8, 5, 1566, 3115, 0.5027287319422151)
(0.2, 0.8, 6, 1671, 3149, 0.5306446490949508)
(0.2, 0.8, 7, 1585, 3159, 0.5017410572966129)
(0.2, 0.8, 8, 1666, 3163, 0.5267151438507746)
(0.2, 0.8, 9, 1581, 3168, 0.4990530303030303)
(0.2, 0.9, 1, 240, 401, 0.5985037406483791)
(0.2, 0.9, 2, 399, 737, 0.5413839891451832)
(0.2, 0.9, 3, 513, 945, 0.5428571428571428)
(0.2, 0.9, 4, 563, 1042, 0.5403071017274472)
(0.2, 0.9, 5, 600, 1108, 0.5415162454873647)
(0.2, 0.9, 6, 610, 1132, 0.5388692579505301)
(0.2, 0.9, 7, 612, 1147, 0.5335658238884046)
(0.2, 0.9, 8, 626, 1160, 0.5396551724137931)
(0.2, 0.9, 9, 624, 1164, 0.5360824742268041)
(0.4, 0.0, 1, 2275, 4408, 0.5161070780399274)
(0.4, 0.0, 2, 2324, 4482, 0.5185185185185185)
(0.4, 0.0, 3, 2338, 4487, 0.5210608424336973)
(0.4, 0.0, 4, 2333, 4488, 0.5198306595365418)
(0.4, 0.0, 5, 2396, 4488, 0.533868092691622)
(0.4, 0.0, 6, 2333, 4488, 0.5198306595365418)
(0.4, 0.0, 7, 2397, 4488, 0.5340909090909091)
(0.4, 0.0, 8, 2329, 4488, 0.5189393939393939)
(0.4, 0.0, 9, 2399, 4488, 0.5345365418894831)
(0.4, 0.1, 1, 2198, 4244, 0.5179076343072573)
(0.4, 0.1, 2, 2324, 4482, 0.5185185185185185)
(0.4, 0.1, 3, 2341, 4488, 0.5216131907308378)
(0.4, 0.1, 4, 2327, 4488, 0.51849376114082)
(0.4, 0.1, 5, 2394, 4488, 0.5334224598930482)
(0.4, 0.1, 6, 2335, 4488, 0.5202762923351159)
(0.4, 0.1, 7, 2392, 4488, 0.5329768270944741)
(0.4, 0.1, 8, 2332, 4488, 0.5196078431372549)
(0.4, 0.1, 9, 2394, 4488, 0.5334224598930482)
(0.4, 0.2, 1, 2061, 3977, 0.5182298214734725)
(0.4, 0.2, 2, 2326, 4481, 0.51908056237447)
(0.4, 0.2, 3, 2337, 4488, 0.5207219251336899)
(0.4, 0.2, 4, 2316, 4488, 0.516042780748663)
(0.4, 0.2, 5, 2383, 4488, 0.5309714795008913)
(0.4, 0.2, 6, 2319, 4488, 0.5167112299465241)
(0.4, 0.2, 7, 2392, 4488, 0.5329768270944741)
(0.4, 0.2, 8, 2320, 4488, 0.5169340463458111)
(0.4, 0.2, 9, 2394, 4488, 0.5334224598930482)
(0.4, 0.3, 1, 1886, 3637, 0.5185592521308771)
(0.4, 0.3, 2, 2333, 4480, 0.5207589285714286)
(0.4, 0.3, 3, 2336, 4487, 0.5206151103186984)
(0.4, 0.3, 4, 2311, 4488, 0.5149286987522281)
(0.4, 0.3, 5, 2399, 4488, 0.5345365418894831)
(0.4, 0.3, 6, 2328, 4488, 0.5187165775401069)
(0.4, 0.3, 7, 2405, 4488, 0.535873440285205)
(0.4, 0.3, 8, 2322, 4488, 0.517379679144385)
(0.4, 0.3, 9, 2405, 4488, 0.535873440285205)
(0.4, 0.4, 1, 1663, 3259, 0.5102792267566738)
(0.4, 0.4, 2, 2321, 4466, 0.5197044334975369)
(0.4, 0.4, 3, 2341, 4484, 0.522078501338091)
(0.4, 0.4, 4, 2328, 4485, 0.5190635451505017)
(0.4, 0.4, 5, 2353, 4485, 0.5246376811594203)
(0.4, 0.4, 6, 2363, 4485, 0.5268673355629877)
(0.4, 0.4, 7, 2363, 4485, 0.5268673355629877)
(0.4, 0.4, 8, 2359, 4485, 0.5259754738015607)
(0.4, 0.4, 9, 2366, 4485, 0.527536231884058)
(0.4, 0.5, 1, 1455, 2867, 0.5074991280083712)
(0.4, 0.5, 2, 2256, 4345, 0.5192174913693901)
(0.4, 0.5, 3, 2326, 4463, 0.5211740981402644)
(0.4, 0.5, 4, 2313, 4472, 0.5172182468694096)
(0.4, 0.5, 5, 2366, 4473, 0.5289514866979655)
(0.4, 0.5, 6, 2318, 4473, 0.5182204337133914)
(0.4, 0.5, 7, 2396, 4473, 0.5356583948133244)
(0.4, 0.5, 8, 2315, 4473, 0.5175497429018556)
(0.4, 0.5, 9, 2395, 4473, 0.5354348312094791)
(0.4, 0.6, 1, 1211, 2359, 0.5133531157270029)
(0.4, 0.6, 2, 1998, 3880, 0.5149484536082474)
(0.4, 0.6, 3, 2216, 4259, 0.5203099319088988)
(0.4, 0.6, 4, 2243, 4302, 0.5213854021385402)
(0.4, 0.6, 5, 2239, 4309, 0.5196101183569274)
(0.4, 0.6, 6, 2243, 4310, 0.5204176334106728)
(0.4, 0.6, 7, 2271, 4310, 0.5269141531322505)
(0.4, 0.6, 8, 2265, 4310, 0.525522041763341)
(0.4, 0.6, 9, 2275, 4310, 0.5278422273781903)
(0.4, 0.7, 1, 944, 1815, 0.5201101928374655)
(0.4, 0.7, 2, 1621, 3197, 0.5070378479824835)
(0.4, 0.7, 3, 1975, 3845, 0.5136540962288687)
(0.4, 0.7, 4, 2102, 4024, 0.5223658051689861)
(0.4, 0.7, 5, 2090, 4065, 0.5141451414514145)
(0.4, 0.7, 6, 2124, 4073, 0.5214829364105082)
(0.4, 0.7, 7, 2108, 4079, 0.5167933316989458)
(0.4, 0.7, 8, 2154, 4083, 0.5275532696546656)
(0.4, 0.7, 9, 2146, 4083, 0.5255939260347784)
(0.4, 0.8, 1, 588, 1099, 0.535031847133758)
(0.4, 0.8, 2, 1085, 2093, 0.5183946488294314)
(0.4, 0.8, 3, 1372, 2659, 0.515983452425724)
(0.4, 0.8, 4, 1554, 2983, 0.5209520616828696)
(0.4, 0.8, 5, 1566, 3115, 0.5027287319422151)
(0.4, 0.8, 6, 1671, 3149, 0.5306446490949508)
(0.4, 0.8, 7, 1585, 3159, 0.5017410572966129)
(0.4, 0.8, 8, 1666, 3163, 0.5267151438507746)
(0.4, 0.8, 9, 1581, 3168, 0.4990530303030303)
(0.4, 0.9, 1, 240, 401, 0.5985037406483791)
(0.4, 0.9, 2, 399, 737, 0.5413839891451832)
(0.4, 0.9, 3, 513, 945, 0.5428571428571428)
(0.4, 0.9, 4, 563, 1042, 0.5403071017274472)
(0.4, 0.9, 5, 600, 1108, 0.5415162454873647)
(0.4, 0.9, 6, 610, 1132, 0.5388692579505301)
(0.4, 0.9, 7, 612, 1147, 0.5335658238884046)
(0.4, 0.9, 8, 626, 1160, 0.5396551724137931)
(0.4, 0.9, 9, 624, 1164, 0.5360824742268041)
(0.6, 0.0, 1, 2275, 4408, 0.5161070780399274)
(0.6, 0.0, 2, 2324, 4482, 0.5185185185185185)
(0.6, 0.0, 3, 2338, 4487, 0.5210608424336973)
(0.6, 0.0, 4, 2333, 4488, 0.5198306595365418)
(0.6, 0.0, 5, 2396, 4488, 0.533868092691622)
(0.6, 0.0, 6, 2333, 4488, 0.5198306595365418)
(0.6, 0.0, 7, 2397, 4488, 0.5340909090909091)
(0.6, 0.0, 8, 2329, 4488, 0.5189393939393939)
(0.6, 0.0, 9, 2399, 4488, 0.5345365418894831)
(0.6, 0.1, 1, 2198, 4244, 0.5179076343072573)
(0.6, 0.1, 2, 2324, 4482, 0.5185185185185185)
(0.6, 0.1, 3, 2341, 4488, 0.5216131907308378)
(0.6, 0.1, 4, 2327, 4488, 0.51849376114082)
(0.6, 0.1, 5, 2394, 4488, 0.5334224598930482)
(0.6, 0.1, 6, 2335, 4488, 0.5202762923351159)
(0.6, 0.1, 7, 2392, 4488, 0.5329768270944741)
(0.6, 0.1, 8, 2332, 4488, 0.5196078431372549)
(0.6, 0.1, 9, 2394, 4488, 0.5334224598930482)
(0.6, 0.2, 1, 2061, 3977, 0.5182298214734725)
(0.6, 0.2, 2, 2326, 4481, 0.51908056237447)
(0.6, 0.2, 3, 2337, 4488, 0.5207219251336899)
(0.6, 0.2, 4, 2316, 4488, 0.516042780748663)
(0.6, 0.2, 5, 2383, 4488, 0.5309714795008913)
(0.6, 0.2, 6, 2319, 4488, 0.5167112299465241)
(0.6, 0.2, 7, 2392, 4488, 0.5329768270944741)
(0.6, 0.2, 8, 2320, 4488, 0.5169340463458111)
(0.6, 0.2, 9, 2394, 4488, 0.5334224598930482)
(0.6, 0.3, 1, 1886, 3637, 0.5185592521308771)
(0.6, 0.3, 2, 2333, 4480, 0.5207589285714286)
(0.6, 0.3, 3, 2336, 4487, 0.5206151103186984)
(0.6, 0.3, 4, 2311, 4488, 0.5149286987522281)
(0.6, 0.3, 5, 2399, 4488, 0.5345365418894831)
(0.6, 0.3, 6, 2328, 4488, 0.5187165775401069)
(0.6, 0.3, 7, 2405, 4488, 0.535873440285205)
(0.6, 0.3, 8, 2322, 4488, 0.517379679144385)
(0.6, 0.3, 9, 2405, 4488, 0.535873440285205)
(0.6, 0.4, 1, 1663, 3259, 0.5102792267566738)
(0.6, 0.4, 2, 2321, 4466, 0.5197044334975369)
(0.6, 0.4, 3, 2341, 4484, 0.522078501338091)
(0.6, 0.4, 4, 2328, 4485, 0.5190635451505017)
(0.6, 0.4, 5, 2353, 4485, 0.5246376811594203)
(0.6, 0.4, 6, 2363, 4485, 0.5268673355629877)
(0.6, 0.4, 7, 2363, 4485, 0.5268673355629877)
(0.6, 0.4, 8, 2359, 4485, 0.5259754738015607)
(0.6, 0.4, 9, 2366, 4485, 0.527536231884058)
(0.6, 0.5, 1, 1455, 2867, 0.5074991280083712)
(0.6, 0.5, 2, 2256, 4345, 0.5192174913693901)
(0.6, 0.5, 3, 2326, 4463, 0.5211740981402644)
(0.6, 0.5, 4, 2313, 4472, 0.5172182468694096)
(0.6, 0.5, 5, 2366, 4473, 0.5289514866979655)
(0.6, 0.5, 6, 2318, 4473, 0.5182204337133914)
(0.6, 0.5, 7, 2396, 4473, 0.5356583948133244)
(0.6, 0.5, 8, 2315, 4473, 0.5175497429018556)
(0.6, 0.5, 9, 2395, 4473, 0.5354348312094791)
(0.6, 0.6, 1, 1211, 2359, 0.5133531157270029)
(0.6, 0.6, 2, 1998, 3880, 0.5149484536082474)
(0.6, 0.6, 3, 2216, 4259, 0.5203099319088988)
(0.6, 0.6, 4, 2243, 4302, 0.5213854021385402)
(0.6, 0.6, 5, 2239, 4309, 0.5196101183569274)
(0.6, 0.6, 6, 2243, 4310, 0.5204176334106728)
(0.6, 0.6, 7, 2271, 4310, 0.5269141531322505)
(0.6, 0.6, 8, 2265, 4310, 0.525522041763341)
(0.6, 0.6, 9, 2275, 4310, 0.5278422273781903)
(0.6, 0.7, 1, 944, 1815, 0.5201101928374655)
(0.6, 0.7, 2, 1621, 3197, 0.5070378479824835)
(0.6, 0.7, 3, 1975, 3845, 0.5136540962288687)
(0.6, 0.7, 4, 2102, 4024, 0.5223658051689861)
(0.6, 0.7, 5, 2090, 4065, 0.5141451414514145)
(0.6, 0.7, 6, 2124, 4073, 0.5214829364105082)
(0.6, 0.7, 7, 2108, 4079, 0.5167933316989458)
(0.6, 0.7, 8, 2154, 4083, 0.5275532696546656)
(0.6, 0.7, 9, 2146, 4083, 0.5255939260347784)
(0.6, 0.8, 1, 588, 1099, 0.535031847133758)
(0.6, 0.8, 2, 1085, 2093, 0.5183946488294314)
(0.6, 0.8, 3, 1372, 2659, 0.515983452425724)
(0.6, 0.8, 4, 1554, 2983, 0.5209520616828696)
(0.6, 0.8, 5, 1566, 3115, 0.5027287319422151)
(0.6, 0.8, 6, 1671, 3149, 0.5306446490949508)
(0.6, 0.8, 7, 1585, 3159, 0.5017410572966129)
(0.6, 0.8, 8, 1666, 3163, 0.5267151438507746)
(0.6, 0.8, 9, 1581, 3168, 0.4990530303030303)
(0.6, 0.9, 1, 240, 401, 0.5985037406483791)
(0.6, 0.9, 2, 399, 737, 0.5413839891451832)
(0.6, 0.9, 3, 513, 945, 0.5428571428571428)
(0.6, 0.9, 4, 563, 1042, 0.5403071017274472)
(0.6, 0.9, 5, 600, 1108, 0.5415162454873647)
(0.6, 0.9, 6, 610, 1132, 0.5388692579505301)
(0.6, 0.9, 7, 612, 1147, 0.5335658238884046)
(0.6, 0.9, 8, 626, 1160, 0.5396551724137931)
(0.6, 0.9, 9, 624, 1164, 0.5360824742268041)
(0.8, 0.0, 1, 2275, 4408, 0.5161070780399274)
(0.8, 0.0, 2, 2324, 4482, 0.5185185185185185)
(0.8, 0.0, 3, 2338, 4487, 0.5210608424336973)
(0.8, 0.0, 4, 2333, 4488, 0.5198306595365418)
(0.8, 0.0, 5, 2396, 4488, 0.533868092691622)
(0.8, 0.0, 6, 2333, 4488, 0.5198306595365418)
(0.8, 0.0, 7, 2397, 4488, 0.5340909090909091)
(0.8, 0.0, 8, 2329, 4488, 0.5189393939393939)
(0.8, 0.0, 9, 2399, 4488, 0.5345365418894831)
(0.8, 0.1, 1, 2198, 4244, 0.5179076343072573)
(0.8, 0.1, 2, 2324, 4482, 0.5185185185185185)
(0.8, 0.1, 3, 2341, 4488, 0.5216131907308378)
(0.8, 0.1, 4, 2327, 4488, 0.51849376114082)
(0.8, 0.1, 5, 2394, 4488, 0.5334224598930482)
(0.8, 0.1, 6, 2335, 4488, 0.5202762923351159)
(0.8, 0.1, 7, 2392, 4488, 0.5329768270944741)
(0.8, 0.1, 8, 2332, 4488, 0.5196078431372549)
(0.8, 0.1, 9, 2394, 4488, 0.5334224598930482)
(0.8, 0.2, 1, 2061, 3977, 0.5182298214734725)
(0.8, 0.2, 2, 2326, 4481, 0.51908056237447)
(0.8, 0.2, 3, 2337, 4488, 0.5207219251336899)
(0.8, 0.2, 4, 2316, 4488, 0.516042780748663)
(0.8, 0.2, 5, 2383, 4488, 0.5309714795008913)
(0.8, 0.2, 6, 2319, 4488, 0.5167112299465241)
(0.8, 0.2, 7, 2392, 4488, 0.5329768270944741)
(0.8, 0.2, 8, 2320, 4488, 0.5169340463458111)
(0.8, 0.2, 9, 2394, 4488, 0.5334224598930482)
(0.8, 0.3, 1, 1886, 3637, 0.5185592521308771)
(0.8, 0.3, 2, 2333, 4480, 0.5207589285714286)
(0.8, 0.3, 3, 2336, 4487, 0.5206151103186984)
(0.8, 0.3, 4, 2311, 4488, 0.5149286987522281)
(0.8, 0.3, 5, 2399, 4488, 0.5345365418894831)
(0.8, 0.3, 6, 2328, 4488, 0.5187165775401069)
(0.8, 0.3, 7, 2405, 4488, 0.535873440285205)
(0.8, 0.3, 8, 2322, 4488, 0.517379679144385)
(0.8, 0.3, 9, 2405, 4488, 0.535873440285205)
(0.8, 0.4, 1, 1663, 3259, 0.5102792267566738)
(0.8, 0.4, 2, 2321, 4466, 0.5197044334975369)
(0.8, 0.4, 3, 2341, 4484, 0.522078501338091)
(0.8, 0.4, 4, 2328, 4485, 0.5190635451505017)
(0.8, 0.4, 5, 2353, 4485, 0.5246376811594203)
(0.8, 0.4, 6, 2363, 4485, 0.5268673355629877)
(0.8, 0.4, 7, 2363, 4485, 0.5268673355629877)
(0.8, 0.4, 8, 2359, 4485, 0.5259754738015607)
(0.8, 0.4, 9, 2366, 4485, 0.527536231884058)
(0.8, 0.5, 1, 1455, 2867, 0.5074991280083712)
(0.8, 0.5, 2, 2256, 4345, 0.5192174913693901)
(0.8, 0.5, 3, 2326, 4463, 0.5211740981402644)
(0.8, 0.5, 4, 2313, 4472, 0.5172182468694096)
(0.8, 0.5, 5, 2366, 4473, 0.5289514866979655)
(0.8, 0.5, 6, 2318, 4473, 0.5182204337133914)
(0.8, 0.5, 7, 2396, 4473, 0.5356583948133244)
(0.8, 0.5, 8, 2315, 4473, 0.5175497429018556)
(0.8, 0.5, 9, 2395, 4473, 0.5354348312094791)
(0.8, 0.6, 1, 1211, 2359, 0.5133531157270029)
(0.8, 0.6, 2, 1998, 3880, 0.5149484536082474)
(0.8, 0.6, 3, 2216, 4259, 0.5203099319088988)
(0.8, 0.6, 4, 2243, 4302, 0.5213854021385402)
(0.8, 0.6, 5, 2239, 4309, 0.5196101183569274)
(0.8, 0.6, 6, 2243, 4310, 0.5204176334106728)
(0.8, 0.6, 7, 2271, 4310, 0.5269141531322505)
(0.8, 0.6, 8, 2265, 4310, 0.525522041763341)
(0.8, 0.6, 9, 2275, 4310, 0.5278422273781903)
(0.8, 0.7, 1, 944, 1815, 0.5201101928374655)
(0.8, 0.7, 2, 1621, 3197, 0.5070378479824835)
(0.8, 0.7, 3, 1975, 3845, 0.5136540962288687)
(0.8, 0.7, 4, 2102, 4024, 0.5223658051689861)
(0.8, 0.7, 5, 2090, 4065, 0.5141451414514145)
(0.8, 0.7, 6, 2124, 4073, 0.5214829364105082)
(0.8, 0.7, 7, 2108, 4079, 0.5167933316989458)
(0.8, 0.7, 8, 2154, 4083, 0.5275532696546656)
(0.8, 0.7, 9, 2146, 4083, 0.5255939260347784)
(0.8, 0.8, 1, 588, 1099, 0.535031847133758)
(0.8, 0.8, 2, 1085, 2093, 0.5183946488294314)
(0.8, 0.8, 3, 1372, 2659, 0.515983452425724)
(0.8, 0.8, 4, 1554, 2983, 0.5209520616828696)
(0.8, 0.8, 5, 1566, 3115, 0.5027287319422151)
(0.8, 0.8, 6, 1671, 3149, 0.5306446490949508)
(0.8, 0.8, 7, 1585, 3159, 0.5017410572966129)
(0.8, 0.8, 8, 1666, 3163, 0.5267151438507746)
(0.8, 0.8, 9, 1581, 3168, 0.4990530303030303)
